pitch_mean,pitch_std,pitch_min,pitch_max,pitch_range,intensity_mean,intensity_std,f1_mean,f2_mean,f3_mean,hnr_mean,jitter,shimmer,label
286.4052950451769,69.82070165844937,159.05003761628015,494.22363507771126,335.1735974614311,50.83685003137474,22.349959522728813,892.2544255290799,1868.267096770517,2974.061934353868,-114.60109706636193,0.03621846035942385,0.13793174743650896,happy
142.16700301872538,54.33773080895015,107.01602169436151,492.5719766532986,385.55595495893704,28.46413184152361,21.904112815593038,875.3843572580427,2007.7420955410391,3040.5162602701853,-124.09900388244927,0.02787840636573471,0.15213313223969077,disgust
172.13172421074435,36.69587327385309,100.959119547182,284.7414768245216,183.7823572773396,32.74130294243254,23.45764171330469,882.7038785507549,1792.7051605150043,2906.060078517233,-120.05591194137003,0.021537646878323956,0.11938322691939708,happy
151.2936851433563,40.33079725099438,110.61103322302738,382.99982819671965,272.38879497369226,37.092032076119686,23.11518506333667,948.9680644331926,1892.3528171867154,2927.5867794116116,-105.69763400487666,0.016319540865627286,0.0943363631789515,neutral
187.67579896661002,52.98449672140855,78.54732755593066,281.6759706759728,203.1286431200421,41.389135412927,22.037851155902466,897.0806596893254,1912.5528105745034,2998.7762667247,-115.23450678735043,0.02025236814505838,0.10421066875245459,disgust
145.27605340371736,25.04421968322441,92.1829735438556,202.85660456693427,110.67363102307867,27.85738389514844,23.98845629239446,964.0639664612721,1945.3269937746054,3008.331943634421,-126.83223820485152,0.03501807643856958,0.14519306311533542,fear
252.59460900661725,46.1745063095096,77.11934975860598,335.4183472722514,258.2989975136454,42.514571821300564,24.781343047768555,844.5072893413678,1789.7474755722,2877.788200340425,-125.7368969523475,0.02022772767880248,0.10004953971838054,happy
254.79543908375234,75.9546698782464,112.8520372767324,410.3516044774321,297.4995672006997,38.4197949297856,25.708448539162696,795.3591057465287,1906.9712450188815,2950.3927550951416,-110.64406322016355,0.027457803912789635,0.1282841219812554,sad
214.47353317480813,71.8740919483523,79.23576278449376,493.10808019618963,413.87231741169586,-1.038309363452924,117.14890673611379,985.9891807856022,2036.713845108471,3300.7051090714394,-118.45246252656607,0.04088819158948523,0.1736158456593764,sad
212.10261574372393,53.43596902064016,77.59162779600638,382.84254387548873,305.25091607948235,50.71480915128054,16.924632517855958,1073.664440664593,2080.2400429777535,3095.5168817008725,-131.198912592222,0.04938025937945712,0.1558270548032756,fear
115.90071020299507,20.810169646857535,81.19845673692056,149.57515983480002,68.37670309787946,21.51119843924432,27.848027702798582,900.257218693353,1896.5546393324953,2932.345250292541,-112.40702143548569,0.02695485677398645,0.11846931625754664,disgust
111.8333913701604,14.04589517661783,82.60720194106827,153.37926627191203,70.77206433084376,11.90218368479739,31.803329190898914,889.0363759029343,1975.5452712885422,3051.556401085776,-130.36782175504044,0.03051954849690003,0.11878738426090084,sad
162.6685739653406,40.560135526006945,114.34652418955851,265.0279372235166,150.68141303395805,14.126527361071078,67.837275941832,1012.2424836765267,2073.8473103396595,3154.2714832293977,-143.46158407700761,0.033829336047768235,0.11061109710832194,angry
240.30979572129212,59.12305974338747,78.5689793989826,366.6450315023026,288.07605210331997,43.73886811932973,24.807938737016794,1090.6797039654314,2039.3142571422263,3102.7908293636006,-134.91657266017378,0.025967045613947345,0.14130202781074433,angry
221.9515963597864,41.467561629702594,143.76972339840978,294.6621132499686,150.89238985155885,42.53784498440173,17.999409664872548,1020.9525034307901,1937.5323790594534,3072.850307158086,-144.57780596519544,0.02511423124238111,0.11371008662986595,fear
108.37614601332727,16.693915753448092,84.79349984924266,190.7756454647244,105.98214561548173,16.372886340078413,27.820564116460794,906.3557288278188,1939.9520334168592,2970.8337647848743,-122.21351398081664,0.03439191405017203,0.11728103828342439,neutral
122.09674408845746,22.997984148656517,85.01114469858874,200.7336664800031,115.72252178141437,26.392324859098007,25.71427973354187,935.4685961697326,1974.7757264189772,3066.553888776677,-118.03392937184972,0.030729960796593434,0.11932621538608727,fear
