pitch_mean,pitch_std,pitch_min,pitch_max,pitch_range,intensity_mean,intensity_std,f1_mean,f2_mean,f3_mean,hnr_mean,jitter,shimmer,label
0.16686370526845395,-1.0626828343571317,0.05945951130232,0.26106243107393945,-1.1515165631760877,0.0,1.0,0.9552070436023468,0.7635618996624445,0.5771958648177062,-134.14420175614237,0.027597426005198544,0.13798712800388208,happy
0.4139551195171377,-0.5060964915016606,0.24710140786478124,0.6435613184482794,-0.22640687668071827,0.20366505008192887,0.7217453719394277,0.9735571460648417,0.7319666481435965,0.5709495956265401,-134.98869662137838,0.021697129504460885,0.1153076011852044,fear
0.3929429870836275,0.8060382091102518,0.22923649853849237,0.7297527475441412,0.2676145398180508,0.0,1.0,0.9340854971687567,0.7786622393883387,0.6599550845426672,-145.43727927903677,0.02083961887081978,0.1190390821674474,neutral
0.36038306697271877,0.5132312607555213,0.006131517624229813,0.6353257386058092,0.8785304624006769,0.0,1.0,0.957969088047734,0.7692679241177384,0.6218400682446443,-147.67545899543998,0.03151063908655372,0.13364952471749197,disgust
0.299661072796522,-0.16372125444276125,0.009335629901330382,0.4581909396208475,0.022347304868345498,0.0,1.0,0.9795939747654264,0.7665284673753079,0.6842339348869965,-136.21257214894723,0.022777687773748646,0.13203983900912963,disgust
0.3957710580504921,0.32938786379883994,0.01263940316235221,0.6566239439263637,0.9487494883647063,0.0,1.0,0.9086267373516617,0.76115580464449,0.6074144237498177,-132.49826033686585,0.02355802318932338,0.10734862123254588,neutral
0.7426055550027273,0.08523450174481614,0.44231207786695864,0.9033097705658526,0.07999489587626984,0.0,1.0,0.9308176566848544,0.7577039503707569,0.6220074322629684,-131.65544666148853,0.01808377651406815,0.09088941213211713,fear
0.33333223257936273,-1.0350024109332392,0.27408191658117975,0.48880038129702597,-1.0892487552775072,0.0,1.0,0.9418831396288134,0.774979222090878,0.6800590280902702,-123.17028614817153,0.01200118353417889,0.07232607770897154,sad
0.3977917597603876,1.5514619485006966,0.004868112208507549,0.7961667642060153,1.64814298044185,0.0,1.0,0.936036210242244,0.7835270414217157,0.6377819896537704,-133.02585926948478,0.019641435148174215,0.11625169526569899,neutral
0.357751658483882,-0.16523400419823053,0.23631637215521512,0.5901098104894447,-0.42897167357061267,0.0,1.0,0.9225683860560054,0.7753842073157985,0.6679124289436728,-123.7026316120058,0.010848191128503945,0.08116462679311283,neutral
0.10094396556370712,-1.107880212996205,0.020224531639585232,0.19396272948614757,-1.2838080660724713,0.0,1.0,0.9481629532304774,0.7633827978475981,0.5795449827879777,-128.4777216226876,0.03608079608693188,0.1325704447781452,neutral
0.08460112671847525,-1.439587760067087,0.03232451543554161,0.15960552241809997,-1.5043698077712675,0.0,0.932509559608704,0.933293372128811,0.7629175000807223,0.5729717061850017,-135.05550283995382,0.01948481682665481,0.13226818948838573,sad
